STN,DATE,RH_0.1mm,EV24_0.1mm,RH_mm,EV24_mm
260,1998-06-10,83,33,8.3,3.3
260,1998-06-11,266,23,26.6,2.3
260,1998-06-12,117,24,11.7,2.4
260,1998-06-13,-1,32,0.0,3.2
260,1998-06-14,60,16,6.0,1.6
260,1998-06-15,75,26,7.5,2.6
260,1998-06-16,5,21,0.5,2.1
260,1998-06-17,8,32,0.8,3.2
260,1998-06-18,112,9,11.2,0.9
260,1998-06-19,2,22,0.2,2.2
260,1998-06-20,0,47,0.0,4.7
260,1998-06-21,2,47,0.2,4.7
260,1998-06-22,0,39,0.0,3.9
260,1998-06-23,20,13,2.0,1.3
260,1998-06-24,-1,23,0.0,2.3
260,1998-06-25,32,25,3.2,2.5
260,1998-06-26,-1,34,0.0,3.4
260,1998-06-27,142,22,14.2,2.2
260,1998-06-28,36,30,3.6,3.0
260,1998-06-29,1,17,0.1,1.7
260,1998-06-30,35,13,3.5,1.3
260,1998-07-01,-1,32,0.0,3.2
260,1998-07-02,8,19,0.8,1.9
260,1998-07-03,0,19,0.0,1.9
260,1998-07-04,-1,22,0.0,2.2
260,1998-07-05,9,15,0.9,1.5
260,1998-07-06,1,27,0.1,2.7
260,1998-07-07,27,28,2.7,2.8
260,1998-07-08,12,28,1.2,2.8
260,1998-07-09,13,8,1.3,0.8
260,1998-07-10,-1,14,0.0,1.4
260,1998-07-11,6,32,0.6,3.2
260,1998-07-12,127,8,12.7,0.8
260,1998-07-13,11,30,1.1,3.0
260,1998-07-14,22,12,2.2,1.2
260,1998-07-15,82,19,8.2,1.9
260,1998-07-16,6,17,0.6,1.7
260,1998-07-17,17,20,1.7,2.0
260,1998-07-18,-1,23,0.0,2.3
260,1998-07-19,0,39,0.0,3.9
260,1998-07-20,1,44,0.1,4.4
260,1998-07-21,27,23,2.7,2.3
260,1998-07-22,0,39,0.0,3.9
260,1998-07-23,29,28,2.9,2.8
260,1998-07-24,0,32,0.0,3.2
260,1998-07-25,0,38,0.0,3.8
260,1998-07-26,0,35,0.0,3.5
260,1998-07-27,-1,28,0.0,2.8
260,1998-07-28,27,20,2.7,2.0
260,1998-07-29,81,10,8.1,1.0
260,1998-07-30,188,23,18.8,2.3
260,1998-07-31,100,27,10.0,2.7
260,1998-08-01,-1,22,0.0,2.2
260,1998-08-02,0,31,0.0,3.1
260,1998-08-03,1,35,0.1,3.5
260,1998-08-04,41,31,4.1,3.1
260,1998-08-05,0,22,0.0,2.2
260,1998-08-06,0,42,0.0,4.2
260,1998-08-07,0,32,0.0,3.2
260,1998-08-08,0,44,0.0,4.4
260,1998-08-09,0,40,0.0,4.0
260,1998-08-10,0,44,0.0,4.4
260,1998-08-11,0,40,0.0,4.0
260,1998-08-12,-1,37,0.0,3.7
260,1998-08-13,0,32,0.0,3.2
260,1998-08-14,-1,20,0.0,2.0
260,1998-08-15,-1,22,0.0,2.2
260,1998-08-16,0,29,0.0,2.9
260,1998-08-17,0,31,0.0,3.1
260,1998-08-18,8,29,0.8,2.9
260,1998-08-19,0,32,0.0,3.2
260,1998-08-20,-1,27,0.0,2.7
260,1998-08-21,129,14,12.9,1.4
260,1998-08-22,91,22,9.1,2.2
260,1998-08-23,150,13,15.0,1.3
260,1998-08-24,107,15,10.7,1.5
260,1998-08-25,0,19,0.0,1.9
260,1998-08-26,145,7,14.5,0.7
260,1998-08-27,30,20,3.0,2.0
260,1998-08-28,-1,11,0.0,1.1
260,1998-08-29,-1,19,0.0,1.9
260,1998-08-30,14,12,1.4,1.2
260,1998-08-31,0,17,0.0,1.7
260,1998-09-01,63,13,6.3,1.3
260,1998-09-02,63,12,6.3,1.2
260,1998-09-03,192,6,19.2,0.6
260,1998-09-04,24,18,2.4,1.8
260,1998-09-05,48,15,4.8,1.5
260,1998-09-06,-1,15,0.0,1.5
260,1998-09-07,25,16,2.5,1.6
260,1998-09-08,34,13,3.4,1.3
260,1998-09-09,106,9,10.6,0.9
260,1998-09-10,1,21,0.1,2.1
260,1998-09-11,31,20,3.1,2.0
260,1998-09-12,54,12,5.4,1.2
260,1998-09-13,118,4,11.8,0.4
260,1998-09-14,439,4,43.9,0.4
260,1998-09-15,25,15,2.5,1.5
260,1998-09-16,95,14,9.5,1.4
260,1998-09-17,39,8,3.9,0.8
260,1998-09-18,-1,17,0.0,1.7
260,1998-09-19,32,17,3.2,1.7
260,1998-09-20,0,16,0.0,1.6
260,1998-09-21,0,24,0.0,2.4
260,1998-09-22,0,23,0.0,2.3
260,1998-09-23,0,22,0.0,2.2
260,1998-09-24,0,22,0.0,2.2
260,1998-09-25,-1,20,0.0,2.0
260,1998-09-26,3,19,0.3,1.9
260,1998-09-27,3,19,0.3,1.9
260,1998-09-28,0,13,0.0,1.3
260,1998-09-29,57,11,5.7,1.1
260,1998-09-30,37,6,3.7,0.6
260,1998-10-01,-1,4,0.0,0.4
260,1998-10-02,-1,5,0.0,0.5
260,1998-10-03,1,1,0.1,0.1
260,1998-10-04,37,5,3.7,0.5
260,1998-10-05,15,3,1.5,0.3
260,1998-10-06,19,8,1.9,0.8
260,1998-10-07,62,2,6.2,0.2
260,1998-10-08,144,2,14.4,0.2
260,1998-10-09,23,9,2.3,0.9
260,1998-10-10,58,7,5.8,0.7
260,1998-10-11,67,3,6.7,0.3
260,1998-10-12,45,7,4.5,0.7
260,1998-10-13,17,8,1.7,0.8
260,1998-10-14,51,2,5.1,0.2
260,1998-10-15,-1,11,0.0,1.1
260,1998-10-16,-1,10,0.0,1.0
260,1998-10-17,97,4,9.7,0.4
260,1998-10-18,16,8,1.6,0.8
260,1998-10-19,15,9,1.5,0.9
260,1998-10-20,33,9,3.3,0.9
260,1998-10-21,30,2,3.0,0.2
260,1998-10-22,2,4,0.2,0.4
260,1998-10-23,82,1,8.2,0.1
260,1998-10-24,226,4,22.6,0.4
260,1998-10-25,99,6,9.9,0.6
260,1998-10-26,50,4,5.0,0.4
260,1998-10-27,158,2,15.8,0.2
260,1998-10-28,144,4,14.4,0.4
260,1998-10-29,35,7,3.5,0.7
260,1998-10-30,133,3,13.3,0.3
260,1998-10-31,134,2,13.4,0.2
260,1998-11-01,183,8,18.3,0.8
260,1998-11-02,100,4,10.0,0.4
260,1998-11-03,345,3,34.5,0.3
260,1998-11-04,125,4,12.5,0.4
260,1998-11-05,105,4,10.5,0.4
260,1998-11-06,6,6,0.6,0.6
260,1998-11-07,0,4,0.0,0.4
260,1998-11-08,91,1,9.1,0.1
260,1998-11-09,85,3,8.5,0.3
260,1998-11-10,28,2,2.8,0.2
260,1998-11-11,12,7,1.2,0.7
260,1998-11-12,0,4,0.0,0.4
260,1998-11-13,67,2,6.7,0.2
260,1998-11-14,38,1,3.8,0.1
260,1998-11-15,34,4,3.4,0.4
260,1998-11-16,-1,6,0.0,0.6
260,1998-11-17,0,4,0.0,0.4
260,1998-11-18,40,2,4.0,0.2
260,1998-11-19,0,3,0.0,0.3
260,1998-11-20,0,6,0.0,0.6
260,1998-11-21,0,7,0.0,0.7
260,1998-11-22,0,5,0.0,0.5
260,1998-11-23,0,5,0.0,0.5
260,1998-11-24,-1,3,0.0,0.3
260,1998-11-25,1,1,0.1,0.1
260,1998-11-26,68,1,6.8,0.1
260,1998-11-27,6,2,0.6,0.2
260,1998-11-28,17,3,1.7,0.3
260,1998-11-29,49,1,4.9,0.1
260,1998-11-30,-1,0,0.0,0.0
260,1998-12-01,0,2,0.0,0.2
260,1998-12-02,0,1,0.0,0.1
260,1998-12-03,-1,1,0.0,0.1
260,1998-12-04,33,3,3.3,0.3
260,1998-12-05,18,3,1.8,0.3
260,1998-12-06,8,4,0.8,0.4
260,1998-12-07,7,2,0.7,0.2
260,1998-12-08,12,1,1.2,0.1
260,1998-12-09,49,1,4.9,0.1
260,1998-12-10,0,1,0.0,0.1
260,1998-12-11,10,0,1.0,0.0
260,1998-12-12,121,0,12.1,0.0
260,1998-12-13,-1,4,0.0,0.4
260,1998-12-14,33,2,3.3,0.2
260,1998-12-15,127,0,12.7,0.0
260,1998-12-16,0,4,0.0,0.4
260,1998-12-17,0,4,0.0,0.4
260,1998-12-18,16,0,1.6,0.0
260,1998-12-19,101,2,10.1,0.2
260,1998-12-20,2,4,0.2,0.4
260,1998-12-21,-1,3,0.0,0.3
260,1998-12-22,3,2,0.3,0.2
260,1998-12-23,-1,2,0.0,0.2
260,1998-12-24,30,3,3.0,0.3
260,1998-12-25,74,0,7.4,0.0
260,1998-12-26,51,3,5.1,0.3
260,1998-12-27,43,1,4.3,0.1
260,1998-12-28,36,1,3.6,0.1
260,1998-12-29,0,3,0.0,0.3
260,1998-12-30,0,4,0.0,0.4
260,1998-12-31,-1,2,0.0,0.2
260,1999-01-01,-1,3,0.0,0.3
260,1999-01-02,78,1,7.8,0.1
260,1999-01-03,113,1,11.3,0.1
260,1999-01-04,50,1,5.0,0.1
260,1999-01-05,11,4,1.1,0.4
260,1999-01-06,0,5,0.0,0.5
260,1999-01-07,42,2,4.2,0.2
260,1999-01-08,51,1,5.1,0.1
260,1999-01-09,-1,4,0.0,0.4
260,1999-01-10,0,6,0.0,0.6
260,1999-01-11,-1,5,0.0,0.5
260,1999-01-12,71,3,7.1,0.3
260,1999-01-13,76,3,7.6,0.3
260,1999-01-14,26,3,2.6,0.3
260,1999-01-15,24,1,2.4,0.1
260,1999-01-16,113,1,11.3,0.1
260,1999-01-17,0,2,0.0,0.2
260,1999-01-18,0,6,0.0,0.6
260,1999-01-19,14,1,1.4,0.1
260,1999-01-20,13,3,1.3,0.3
260,1999-01-21,8,2,0.8,0.2
260,1999-01-22,0,4,0.0,0.4
260,1999-01-23,-1,1,0.0,0.1
260,1999-01-24,14,1,1.4,0.1
260,1999-01-25,41,1,4.1,0.1
260,1999-01-26,108,3,10.8,0.3
260,1999-01-27,69,5,6.9,0.5
260,1999-01-28,38,2,3.8,0.2
260,1999-01-29,0,5,0.0,0.5
260,1999-01-30,0,5,0.0,0.5
260,1999-01-31,-1,5,0.0,0.5
260,1999-02-01,6,2,0.6,0.2
260,1999-02-02,-1,2,0.0,0.2
260,1999-02-03,2,3,0.2,0.3
260,1999-02-04,5,3,0.5,0.3
260,1999-02-05,34,6,3.4,0.6
260,1999-02-06,65,5,6.5,0.5
260,1999-02-07,61,4,6.1,0.4
260,1999-02-08,66,5,6.6,0.5
260,1999-02-09,14,3,1.4,0.3
260,1999-02-10,26,7,2.6,0.7
260,1999-02-11,-1,8,0.0,0.8
260,1999-02-12,0,7,0.0,0.7
260,1999-02-13,0,9,0.0,0.9
260,1999-02-14,26,4,2.6,0.4
260,1999-02-15,2,3,0.2,0.3
260,1999-02-16,34,9,3.4,0.9
260,1999-02-17,37,8,3.7,0.8
260,1999-02-18,6,3,0.6,0.3
260,1999-02-19,62,1,6.2,0.1
260,1999-02-20,0,8,0.0,0.8
260,1999-02-21,63,2,6.3,0.2
260,1999-02-22,96,5,9.6,0.5
260,1999-02-23,55,9,5.5,0.9
260,1999-02-24,1,10,0.1,1.0
260,1999-02-25,-1,6,0.0,0.6
260,1999-02-26,16,2,1.6,0.2
260,1999-02-27,19,2,1.9,0.2
260,1999-02-28,8,10,0.8,1.0
260,1999-03-01,299,1,29.9,0.1
260,1999-03-02,183,2,18.3,0.2
260,1999-03-03,24,8,2.4,0.8
260,1999-03-04,2,4,0.2,0.4
260,1999-03-05,4,5,0.4,0.5
260,1999-03-06,40,3,4.0,0.3
260,1999-03-07,15,3,1.5,0.3
260,1999-03-08,26,3,2.6,0.3
260,1999-03-09,15,1,1.5,0.1
260,1999-03-10,6,5,0.6,0.5
260,1999-03-11,0,15,0.0,1.5
260,1999-03-12,0,17,0.0,1.7
260,1999-03-13,0,16,0.0,1.6
260,1999-03-14,0,14,0.0,1.4
260,1999-03-15,0,14,0.0,1.4
260,1999-03-16,-1,16,0.0,1.6
260,1999-03-17,13,8,1.3,0.8
260,1999-03-18,52,8,5.2,0.8
260,1999-03-19,6,9,0.6,0.9
260,1999-03-20,2,8,0.2,0.8
260,1999-03-21,49,3,4.9,0.3
260,1999-03-22,28,7,2.8,0.7
260,1999-03-23,36,3,3.6,0.3
260,1999-03-24,0,6,0.0,0.6
260,1999-03-25,3,19,0.3,1.9
260,1999-03-26,40,15,4.0,1.5
260,1999-03-27,0,18,0.0,1.8
260,1999-03-28,0,18,0.0,1.8
260,1999-03-29,0,24,0.0,2.4
260,1999-03-30,17,12,1.7,1.2
260,1999-03-31,0,28,0.0,2.8
260,1999-04-01,0,27,0.0,2.7
260,1999-04-02,0,27,0.0,2.7
260,1999-04-03,91,9,9.1,0.9
260,1999-04-04,0,8,0.0,0.8
260,1999-04-05,11,5,1.1,0.5
260,1999-04-06,8,7,0.8,0.7
260,1999-04-07,35,13,3.5,1.3
260,1999-04-08,0,8,0.0,0.8
260,1999-04-09,1,8,0.1,0.8
260,1999-04-10,12,6,1.2,0.6
260,1999-04-11,-1,20,0.0,2.0
260,1999-04-12,96,12,9.6,1.2
260,1999-04-13,103,16,10.3,1.6
260,1999-04-14,49,18,4.9,1.8
260,1999-04-15,6,14,0.6,1.4
260,1999-04-16,-1,20,0.0,2.0
260,1999-04-17,41,11,4.1,1.1
260,1999-04-18,4,16,0.4,1.6
260,1999-04-19,-1,17,0.0,1.7
260,1999-04-20,19,25,1.9,2.5
260,1999-04-21,105,26,10.5,2.6
260,1999-04-22,39,16,3.9,1.6
260,1999-04-23,0,30,0.0,3.0
260,1999-04-24,-1,16,0.0,1.6
260,1999-04-25,0,34,0.0,3.4
260,1999-04-26,0,33,0.0,3.3
260,1999-04-27,0,34,0.0,3.4
260,1999-04-28,0,36,0.0,3.6
260,1999-04-29,-1,33,0.0,3.3
260,1999-04-30,0,39,0.0,3.9
260,1999-05-01,0,23,0.0,2.3
260,1999-05-02,0,35,0.0,3.5
260,1999-05-03,0,39,0.0,3.9
260,1999-05-04,0,30,0.0,3.0
260,1999-05-05,93,11,9.3,1.1
260,1999-05-06,70,6,7.0,0.6
260,1999-05-07,46,31,4.6,3.1
260,1999-05-08,-1,31,0.0,3.1
260,1999-05-09,0,37,0.0,3.7
260,1999-05-10,62,18,6.2,1.8
260,1999-05-11,26,23,2.6,2.3
260,1999-05-12,13,23,1.3,2.3
260,1999-05-13,27,18,2.7,1.8
260,1999-05-14,33,25,3.3,2.5
260,1999-05-15,8,33,0.8,3.3
260,1999-05-16,0,26,0.0,2.6
260,1999-05-17,0,36,0.0,3.6
260,1999-05-18,0,46,0.0,4.6
260,1999-05-19,-1,41,0.0,4.1
260,1999-05-20,31,27,3.1,2.7
260,1999-05-21,10,39,1.0,3.9
260,1999-05-22,12,29,1.2,2.9
260,1999-05-23,0,20,0.0,2.0
260,1999-05-24,-1,14,0.0,1.4
260,1999-05-25,0,36,0.0,3.6
260,1999-05-26,0,42,0.0,4.2
260,1999-05-27,0,50,0.0,5.0
260,1999-05-28,-1,36,0.0,3.6
260,1999-05-29,32,44,3.2,4.4
260,1999-05-30,37,18,3.7,1.8
260,1999-05-31,18,39,1.8,3.9
260,1999-06-01,0,36,0.0,3.6
260,1999-06-02,71,24,7.1,2.4
260,1999-06-03,16,31,1.6,3.1
260,1999-06-04,67,17,6.7,1.7
260,1999-06-05,161,18,16.1,1.8
260,1999-06-06,61,27,6.1,2.7
260,1999-06-07,159,22,15.9,2.2
260,1999-06-08,5,29,0.5,2.9
260,1999-06-09,4,33,0.4,3.3
260,1999-06-10,-1,31,0.0,3.1
260,1999-06-11,7,20,0.7,2.0
260,1999-06-12,0,20,0.0,2.0
260,1999-06-13,-1,28,0.0,2.8
260,1999-06-14,0,42,0.0,4.2
260,1999-06-15,0,46,0.0,4.6
260,1999-06-16,0,42,0.0,4.2
260,1999-06-17,-1,37,0.0,3.7
260,1999-06-18,0,36,0.0,3.6
260,1999-06-19,0,49,0.0,4.9
260,1999-06-20,40,12,4.0,1.2
260,1999-06-21,6,29,0.6,2.9
260,1999-06-22,17,31,1.7,3.1
260,1999-06-23,1,23,0.1,2.3
260,1999-06-24,8,41,0.8,4.1
260,1999-06-25,0,49,0.0,4.9
260,1999-06-26,0,50,0.0,5.0
260,1999-06-27,101,24,10.1,2.4
260,1999-06-28,16,30,1.6,3.0
260,1999-06-29,150,12,15.0,1.2
260,1999-06-30,2,24,0.2,2.4
260,1999-07-01,12,19,1.2,1.9
260,1999-07-02,-1,22,0.0,2.2
260,1999-07-03,11,41,1.1,4.1
260,1999-07-04,97,26,9.7,2.6
260,1999-07-05,153,8,15.3,0.8
260,1999-07-06,0,37,0.0,3.7
260,1999-07-07,5,28,0.5,2.8
260,1999-07-08,0,35,0.0,3.5
260,1999-07-09,0,51,0.0,5.1
260,1999-07-10,0,51,0.0,5.1
260,1999-07-11,0,52,0.0,5.2
260,1999-07-12,0,40,0.0,4.0
260,1999-07-13,0,33,0.0,3.3
260,1999-07-14,11,33,1.1,3.3
260,1999-07-15,-1,33,0.0,3.3
260,1999-07-16,0,37,0.0,3.7
260,1999-07-17,0,32,0.0,3.2
260,1999-07-18,0,45,0.0,4.5
260,1999-07-19,-1,34,0.0,3.4
260,1999-07-20,5,27,0.5,2.7
260,1999-07-21,16,21,1.6,2.1
260,1999-07-22,55,13,5.5,1.3
260,1999-07-23,-1,23,0.0,2.3
260,1999-07-24,0,44,0.0,4.4
260,1999-07-25,0,38,0.0,3.8
260,1999-07-26,0,36,0.0,3.6
260,1999-07-27,0,46,0.0,4.6
260,1999-07-28,0,49,0.0,4.9
260,1999-07-29,0,50,0.0,5.0
260,1999-07-30,0,47,0.0,4.7
260,1999-07-31,-1,43,0.0,4.3
260,1999-08-01,0,43,0.0,4.3
260,1999-08-02,0,48,0.0,4.8
260,1999-08-03,0,32,0.0,3.2
260,1999-08-04,0,36,0.0,3.6
260,1999-08-05,37,25,3.7,2.5
260,1999-08-06,0,43,0.0,4.3
260,1999-08-07,279,3,27.9,0.3
260,1999-08-08,19,13,1.9,1.3
260,1999-08-09,1,29,0.1,2.9
260,1999-08-10,172,14,17.2,1.4
260,1999-08-11,-1,20,0.0,2.0
260,1999-08-12,0,25,0.0,2.5
260,1999-08-13,0,30,0.0,3.0
260,1999-08-14,112,12,11.2,1.2
260,1999-08-15,-1,25,0.0,2.5
260,1999-08-16,44,19,4.4,1.9
260,1999-08-17,7,16,0.7,1.6
260,1999-08-18,32,22,3.2,2.2
260,1999-08-19,167,16,16.7,1.6
260,1999-08-20,27,20,2.7,2.0
260,1999-08-21,3,20,0.3,2.0
260,1999-08-22,0,19,0.0,1.9
260,1999-08-23,0,33,0.0,3.3
260,1999-08-24,-1,27,0.0,2.7
260,1999-08-25,0,28,0.0,2.8
260,1999-08-26,39,25,3.9,2.5
260,1999-08-27,0,20,0.0,2.0
260,1999-08-28,0,32,0.0,3.2
260,1999-08-29,0,29,0.0,2.9
260,1999-08-30,0,24,0.0,2.4
260,1999-08-31,-1,17,0.0,1.7
260,1999-09-01,-1,7,0.0,0.7
260,1999-09-02,0,25,0.0,2.5
260,1999-09-03,0,34,0.0,3.4
260,1999-09-04,0,23,0.0,2.3
260,1999-09-05,0,33,0.0,3.3
260,1999-09-06,9,27,0.9,2.7
260,1999-09-07,0,16,0.0,1.6
260,1999-09-08,0,25,0.0,2.5
260,1999-09-09,0,21,0.0,2.1
260,1999-09-10,0,21,0.0,2.1
260,1999-09-11,0,32,0.0,3.2
260,1999-09-12,0,27,0.0,2.7
260,1999-09-13,0,25,0.0,2.5
260,1999-09-14,-1,6,0.0,0.6
260,1999-09-15,164,8,16.4,0.8
260,1999-09-16,-1,23,0.0,2.3
260,1999-09-17,0,13,0.0,1.3
260,1999-09-18,0,23,0.0,2.3
260,1999-09-19,-1,18,0.0,1.8
260,1999-09-20,4,11,0.4,1.1
260,1999-09-21,7,14,0.7,1.4
260,1999-09-22,90,10,9.0,1.0
260,1999-09-23,47,19,4.7,1.9
260,1999-09-24,86,18,8.6,1.8
260,1999-09-25,-1,18,0.0,1.8
260,1999-09-26,14,13,1.4,1.3
260,1999-09-27,38,6,3.8,0.6
260,1999-09-28,4,9,0.4,0.9
260,1999-09-29,76,12,7.6,1.2
260,1999-09-30,140,9,14.0,0.9
260,1999-10-01,5,10,0.5,1.0
260,1999-10-02,28,4,2.8,0.4
260,1999-10-03,157,9,15.7,0.9
260,1999-10-04,82,9,8.2,0.9
260,1999-10-05,10,13,1.0,1.3
260,1999-10-06,-1,9,0.0,0.9
260,1999-10-07,9,5,0.9,0.5
260,1999-10-08,33,3,3.3,0.3
260,1999-10-09,5,6,0.5,0.6
260,1999-10-10,16,5,1.6,0.5
260,1999-10-11,7,10,0.7,1.0
260,1999-10-12,0,14,0.0,1.4
260,1999-10-13,0,14,0.0,1.4
260,1999-10-14,-1,5,0.0,0.5
260,1999-10-15,0,5,0.0,0.5
260,1999-10-16,0,15,0.0,1.5
260,1999-10-17,0,14,0.0,1.4
260,1999-10-18,0,14,0.0,1.4
260,1999-10-19,0,13,0.0,1.3
260,1999-10-20,0,12,0.0,1.2
260,1999-10-21,7,3,0.7,0.3
260,1999-10-22,16,3,1.6,0.3
260,1999-10-23,17,13,1.7,1.3
260,1999-10-24,3,6,0.3,0.6
260,1999-10-25,5,5,0.5,0.5
260,1999-10-26,1,6,0.1,0.6
260,1999-10-27,0,6,0.0,0.6
260,1999-10-28,-1,5,0.0,0.5
260,1999-10-29,0,4,0.0,0.4
260,1999-10-30,26,9,2.6,0.9
260,1999-10-31,-1,9,0.0,0.9
260,1999-11-01,12,5,1.2,0.5
260,1999-11-02,1,5,0.1,0.5
260,1999-11-03,0,8,0.0,0.8
260,1999-11-04,0,8,0.0,0.8
260,1999-11-05,15,7,1.5,0.7
260,1999-11-06,156,2,15.6,0.2
260,1999-11-07,54,3,5.4,0.3
260,1999-11-08,22,2,2.2,0.2
260,1999-11-09,7,5,0.7,0.5
260,1999-11-10,-1,8,0.0,0.8
260,1999-11-11,0,7,0.0,0.7
260,1999-11-12,0,7,0.0,0.7
260,1999-11-13,4,5,0.4,0.5
260,1999-11-14,6,3,0.6,0.3
260,1999-11-15,0,6,0.0,0.6
260,1999-11-16,12,3,1.2,0.3
260,1999-11-17,50,4,5.0,0.4
260,1999-11-18,98,3,9.8,0.3
260,1999-11-19,16,4,1.6,0.4
260,1999-11-20,16,3,1.6,0.3
260,1999-11-21,5,3,0.5,0.3
260,1999-11-22,31,1,3.1,0.1
260,1999-11-23,4,4,0.4,0.4
260,1999-11-24,0,1,0.0,0.1
260,1999-11-25,43,1,4.3,0.1
260,1999-11-26,-1,3,0.0,0.3
260,1999-11-27,44,3,4.4,0.3
260,1999-11-28,0,3,0.0,0.3
260,1999-11-29,-1,3,0.0,0.3
260,1999-11-30,-1,4,0.0,0.4
260,1999-12-01,8,4,0.8,0.4
260,1999-12-02,-1,4,0.0,0.4
260,1999-12-03,57,0,5.7,0.0
260,1999-12-04,33,4,3.3,0.4
260,1999-12-05,11,4,1.1,0.4
260,1999-12-06,19,0,1.9,0.0
260,1999-12-07,141,1,14.1,0.1
260,1999-12-08,26,1,2.6,0.1
260,1999-12-09,30,4,3.0,0.4
260,1999-12-10,80,2,8.0,0.2
260,1999-12-11,146,0,14.6,0.0
260,1999-12-12,83,1,8.3,0.1
260,1999-12-13,119,4,11.9,0.4
260,1999-12-14,45,2,4.5,0.2
260,1999-12-15,31,3,3.1,0.3
260,1999-12-16,2,2,0.2,0.2
260,1999-12-17,72,0,7.2,0.0
260,1999-12-18,0,3,0.0,0.3
260,1999-12-19,15,3,1.5,0.3
260,1999-12-20,-1,3,0.0,0.3
260,1999-12-21,0,1,0.0,0.1
260,1999-12-22,23,3,2.3,0.3
260,1999-12-23,28,3,2.8,0.3
260,1999-12-24,156,0,15.6,0.0
260,1999-12-25,26,3,2.6,0.3
260,1999-12-26,148,2,14.8,0.2
260,1999-12-27,111,3,11.1,0.3
260,1999-12-28,10,2,1.0,0.2
260,1999-12-29,10,2,1.0,0.2
260,1999-12-30,25,2,2.5,0.2
260,1999-12-31,-1,0,0.0,0.0
260,2000-01-01,10,1,1.0,0.1
260,2000-01-02,-1,1,0.0,0.1
260,2000-01-03,45,0,4.5,0.0
260,2000-01-04,109,0,10.9,0.0
260,2000-01-05,0,4,0.0,0.4
260,2000-01-06,19,2,1.9,0.2
260,2000-01-07,0,2,0.0,0.2
260,2000-01-08,17,1,1.7,0.1
260,2000-01-09,0,4,0.0,0.4
260,2000-01-10,0,4,0.0,0.4
260,2000-01-11,0,3,0.0,0.3
260,2000-01-12,0,4,0.0,0.4
260,2000-01-13,-1,3,0.0,0.3
260,2000-01-14,-1,1,0.0,0.1
260,2000-01-15,-1,4,0.0,0.4
260,2000-01-16,3,1,0.3,0.1
260,2000-01-17,1,1,0.1,0.1
260,2000-01-18,3,3,0.3,0.3
260,2000-01-19,1,2,0.1,0.2
260,2000-01-20,15,1,1.5,0.1
260,2000-01-21,1,3,0.1,0.3
260,2000-01-22,53,3,5.3,0.3
260,2000-01-23,-1,2,0.0,0.2
260,2000-01-24,0,6,0.0,0.6
260,2000-01-25,0,4,0.0,0.4
260,2000-01-26,-1,5,0.0,0.5
260,2000-01-27,-1,1,0.0,0.1
260,2000-01-28,3,2,0.3,0.2
260,2000-01-29,95,1,9.5,0.1
260,2000-01-30,1,2,0.1,0.2
260,2000-01-31,36,1,3.6,0.1
260,2000-02-01,14,4,1.4,0.4
260,2000-02-02,74,6,7.4,0.6
260,2000-02-03,-1,5,0.0,0.5
260,2000-02-04,23,2,2.3,0.2
260,2000-02-05,-1,8,0.0,0.8
260,2000-02-06,6,2,0.6,0.2
260,2000-02-07,69,6,6.9,0.6
260,2000-02-08,63,2,6.3,0.2
260,2000-02-09,-1,4,0.0,0.4
260,2000-02-10,95,2,9.5,0.2
260,2000-02-11,0,9,0.0,0.9
260,2000-02-12,41,3,4.1,0.3
260,2000-02-13,-1,7,0.0,0.7
260,2000-02-14,25,8,2.5,0.8
260,2000-02-15,18,6,1.8,0.6
260,2000-02-16,145,8,14.5,0.8
260,2000-02-17,10,8,1.0,0.8
260,2000-02-18,72,3,7.2,0.3
260,2000-02-19,9,4,0.9,0.4
260,2000-02-20,-1,11,0.0,1.1
260,2000-02-21,6,6,0.6,0.6
260,2000-02-22,0,4,0.0,0.4
260,2000-02-23,-1,9,0.0,0.9
260,2000-02-24,119,7,11.9,0.7
260,2000-02-25,112,12,11.2,1.2
260,2000-02-26,0,12,0.0,1.2
260,2000-02-27,0,12,0.0,1.2
260,2000-02-28,12,2,1.2,0.2
260,2000-02-29,111,7,11.1,0.7
260,2000-03-01,32,8,3.2,0.8
260,2000-03-02,162,6,16.2,0.6
260,2000-03-03,140,8,14.0,0.8
260,2000-03-04,39,9,3.9,0.9
260,2000-03-05,7,9,0.7,0.9
260,2000-03-06,-1,5,0.0,0.5
260,2000-03-07,31,10,3.1,1.0
260,2000-03-08,118,3,11.8,0.3
260,2000-03-09,33,6,3.3,0.6
260,2000-03-10,10,8,1.0,0.8
260,2000-03-11,12,11,1.2,1.1
260,2000-03-12,0,14,0.0,1.4
260,2000-03-13,-1,5,0.0,0.5
260,2000-03-14,44,4,4.4,0.4
260,2000-03-15,2,12,0.2,1.2
260,2000-03-16,2,5,0.2,0.5
260,2000-03-17,-1,6,0.0,0.6
260,2000-03-18,37,9,3.7,0.9
260,2000-03-19,1,15,0.1,1.5
260,2000-03-20,0,11,0.0,1.1
260,2000-03-21,0,6,0.0,0.6
260,2000-03-22,0,20,0.0,2.0
260,2000-03-23,0,19,0.0,1.9
260,2000-03-24,44,4,4.4,0.4
260,2000-03-25,40,11,4.0,1.1
260,2000-03-26,33,12,3.3,1.2
260,2000-03-27,6,7,0.6,0.7
260,2000-03-28,-1,2,0.0,0.2
260,2000-03-29,-1,7,0.0,0.7
260,2000-03-30,-1,4,0.0,0.4
