jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2014;slootwater;winter;melkvee;klei;6.5;7.8;Nitraat;(NO3);mg/l;1;2;4.2;7.1;13;1.9;53;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;melkvee;klei;11;12;Nitraat;(NO3);mg/l;2.1;3.5;7.8;14;25;0;49;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;melkvee;klei;7.4;11;Nitraat;(NO3);mg/l;0.97;1.8;3.4;7.4;17;0;50;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;melkvee;klei;9.6;13;Nitraat;(NO3);mg/l;1.2;2.1;5;10;22;0;50;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;melkvee;klei;9.3;15;Nitraat;(NO3);mg/l;0.9;1.6;4.3;11;19;0;51;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;melkvee;klei;19;18;Nitraat;(NO3);mg/l;4.1;7.7;14;25;41;0;47;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;melkvee;klei;14;15;Nitraat;(NO3);mg/l;2.7;5;9.2;18;24;0;53;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;melkvee;klei;13;11;Nitraat;(NO3);mg/l;2.1;3.9;9.7;17;29;0;55;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;melkvee;klei;6.1;8.4;Nitraat;(NO3);mg/l;0.86;1.5;3;6.1;15;3.5;57;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;melkvee;klei;8.9;10;Nitraat;(NO3);mg/l;1.4;2.4;4.6;12;22;0;51;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;melkvee;klei;7;9.2;Nitraat;(NO3);mg/l;1;2.1;4.2;7.6;14;0;55;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
1996;slootwater;winter;melkvee;veen;4.2;5.4;Nitraat;(NO3);mg/l;0;0.29;1.8;5.8;9.8;24;17;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
1999;slootwater;winter;melkvee;veen;2.5;6;Nitraat;(NO3);mg/l;0.12;0.6;1.2;2.1;2.2;20;15;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2002;slootwater;winter;melkvee;veen;3;2;Nitraat;(NO3);mg/l;0.93;1.4;2.7;3.9;4.5;0;19;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;melkvee;veen;4.6;6.9;Nitraat;(NO3);mg/l;0.22;1.4;2.2;5.9;18;17;18;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;melkvee;veen;0.68;1.1;Nitraat;(NO3);mg/l;0;0;0;0.59;0.61;38;16;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;melkvee;veen;6;7.8;Nitraat;(NO3);mg/l;0.81;2.5;4.3;6.2;11;4.1;49;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;melkvee;veen;4.4;4.9;Nitraat;(NO3);mg/l;0.68;1.6;2.7;4.7;10;2.1;48;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;melkvee;veen;3.6;5;Nitraat;(NO3);mg/l;0.53;0.94;2;3.2;7.9;0;48;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;melkvee;veen;3.5;5;Nitraat;(NO3);mg/l;0.41;0.91;1.9;3.4;8.8;0;48;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;melkvee;veen;3.3;5.5;Nitraat;(NO3);mg/l;0.26;0.71;1.6;3.6;6.4;2.1;48;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;melkvee;veen;2.7;3.4;Nitraat;(NO3);mg/l;0.4;0.92;1.8;3.3;5;0;47;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;melkvee;veen;2.4;3.1;Nitraat;(NO3);mg/l;0.37;0.86;1.6;2.7;4.6;3.7;54;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;melkvee;veen;3.4;4.3;Nitraat;(NO3);mg/l;0.54;1.1;2.1;4;6.3;0;55;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;melkvee;veen;6.1;8.4;Nitraat;(NO3);mg/l;0.75;1.7;2.7;6.3;15;0;55;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;melkvee;veen;3.5;4.9;Nitraat;(NO3);mg/l;0.73;1.2;1.9;3.5;6.5;1.8;55;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;melkvee;veen;2.9;4.4;Nitraat;(NO3);mg/l;0.5;0.99;2;3.2;4.7;0;54;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;melkvee;veen;3.2;4.5;Nitraat;(NO3);mg/l;0.88;1.2;2.2;3.3;4.8;0;54;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;melkvee;veen;9.6;11;Nitraat;(NO3);mg/l;1.3;3.1;6.2;10;19;0;50;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;melkvee;veen;5.2;10;Nitraat;(NO3);mg/l;0.7;1.5;3;4.1;11;0;52;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;melkvee;veen;4.2;8.6;Nitraat;(NO3);mg/l;0.78;1.4;2;3.3;6.5;1.8;55;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;melkvee;veen;2.7;2.4;Nitraat;(NO3);mg/l;0.84;1.3;2.1;2.9;4.5;0;55;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;melkvee;veen;3.3;3.8;Nitraat;(NO3);mg/l;0.99;1.5;2.3;3.5;6.5;1.7;58;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;melkvee;veen;3.7;7;Nitraat;(NO3);mg/l;0.9;1.3;2.1;3.7;5.1;0;56;5;10;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;melkvee;zand;41;35;Nitraat;(NO3);mg/l;8.3;15;25;73;98;0;15;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;melkvee;zand;54;39;Nitraat;(NO3);mg/l;15;26;38;71;117;0;15;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;melkvee;zand;29;20;Nitraat;(NO3);mg/l;8.8;17;24;32;59;0;32;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;melkvee;zand;31;30;Nitraat;(NO3);mg/l;6.5;12;19;40;78;0;31;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;melkvee;zand;23;18;Nitraat;(NO3);mg/l;4.9;9.7;15;33;52;0;32;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;melkvee;zand;22;15;Nitraat;(NO3);mg/l;3.5;10;21;29;42;0;27;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;melkvee;zand;21;19;Nitraat;(NO3);mg/l;2.6;11;15;32;43;0;28;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;melkvee;zand;22;25;Nitraat;(NO3);mg/l;3;6.8;13;31;50;0;33;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;melkvee;zand;22;24;Nitraat;(NO3);mg/l;1.9;5.6;14;32;55;0;31;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;melkvee;zand;24;20;Nitraat;(NO3);mg/l;2.8;10;16;28;53;0;27;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;melkvee;zand;20;13;Nitraat;(NO3);mg/l;4.1;7.8;18;31;39;0;28;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;melkvee;zand;18;15;Nitraat;(NO3);mg/l;3.8;8.1;14;25;41;0;28;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;melkvee;zand;20;16;Nitraat;(NO3);mg/l;3.4;10;17;28;41;0;29;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;melkvee;zand;22;19;Nitraat;(NO3);mg/l;2.9;8.2;18;33;44;0;29;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;melkvee;zand;50;59;Nitraat;(NO3);mg/l;8.4;23;33;50;104;0;28;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;melkvee;zand;34;32;Nitraat;(NO3);mg/l;5.7;13;27;38;71;0;29;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;melkvee;zand;35;22;Nitraat;(NO3);mg/l;6.6;14;39;53;61;0;31;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;melkvee;zand;18;15;Nitraat;(NO3);mg/l;2.4;6.3;16;25;38;0;31;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;melkvee;zand;26;23;Nitraat;(NO3);mg/l;4.8;8.4;19;41;64;0;32;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;melkvee;zand;17;13;Nitraat;(NO3);mg/l;3.7;5.1;12;27;36;0;33;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;zomer;akkerbouw;klei;2.2;2.6;Nitraat;(NO3);mg/l;0.05;0.65;1.4;2.7;6.9;30;23;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;zomer;akkerbouw;klei;3.4;4.6;Nitraat;(NO3);mg/l;0;0.1;1.2;4.5;8.7;28;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;zomer;akkerbouw;klei;6.8;12;Nitraat;(NO3);mg/l;0.12;1.1;3.3;6;16;14;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;zomer;akkerbouw;klei;5.9;6.6;Nitraat;(NO3);mg/l;0.31;0.57;2.7;8.8;16;10;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;zomer;akkerbouw;klei;5.3;9.6;Nitraat;(NO3);mg/l;0.01;0.62;2.2;3.5;19;16;32;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;zomer;akkerbouw;klei;2.3;3.4;Nitraat;(NO3);mg/l;0;0.27;1.1;1.9;5.9;20;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;zomer;akkerbouw;klei;4.3;5;Nitraat;(NO3);mg/l;0.07;0.25;2;5.6;11;17;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;zomer;akkerbouw;klei;5;8;Nitraat;(NO3);mg/l;0.23;0.85;2.7;5.2;11;3.4;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;zomer;akkerbouw;klei;3.9;4.3;Nitraat;(NO3);mg/l;0.21;0.47;2.2;5.7;10;6.9;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;zomer;akkerbouw;klei;6.3;9.5;Nitraat;(NO3);mg/l;0;0.32;2;7.3;19;18;28;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;zomer;akkerbouw;klei;1.1;1.9;Nitraat;(NO3);mg/l;0;0.01;0.29;1.1;3.5;36;28;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;zomer;akkerbouw;klei;9.6;26;Nitraat;(NO3);mg/l;0.1;0.76;1.7;5;12;13;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;zomer;akkerbouw;klei;3.7;6.9;Nitraat;(NO3);mg/l;0.04;0.56;0.96;3.9;8.2;20;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;zomer;akkerbouw;klei;3.3;3.2;Nitraat;(NO3);mg/l;0.33;0.69;2;5.1;8.4;3.3;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;zomer;akkerbouw;klei;2.3;4.5;Nitraat;(NO3);mg/l;0;0.11;0.6;1.7;6.2;28;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;zomer;akkerbouw;klei;5.6;8.7;Nitraat;(NO3);mg/l;0.1;0.66;2.7;7.7;11;14;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;zomer;akkerbouw;klei;3.6;4.7;Nitraat;(NO3);mg/l;0.18;0.76;1.9;3.1;9.9;6.9;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;zomer;akkerbouw;zand;5.3;9.6;Nitraat;(NO3);mg/l;0.05;0.71;1.8;3.8;12;13;15;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;zomer;akkerbouw;zand;3.6;4;Nitraat;(NO3);mg/l;0.08;0.7;2;7;7.6;13;15;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;zomer;akkerbouw;zand;5.8;9;Nitraat;(NO3);mg/l;0.85;1.5;3.5;7.3;9.6;0;16;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;zomer;akkerbouw;zand;17;36;Nitraat;(NO3);mg/l;1.2;3;7;10;18;6.2;16;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;zomer;akkerbouw;zand;11;23;Nitraat;(NO3);mg/l;0.2;1.3;2.9;11;18;11;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;zomer;akkerbouw;zand;12;28;Nitraat;(NO3);mg/l;0.52;0.97;2;12;18;5.9;17;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;zomer;akkerbouw;zand;11;15;Nitraat;(NO3);mg/l;0.18;1.9;6.4;19;26;10;20;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;zomer;akkerbouw;zand;7;8.1;Nitraat;(NO3);mg/l;0.56;1;4.2;9.1;16;5.6;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;zomer;akkerbouw;zand;13;16;Nitraat;(NO3);mg/l;0.81;1;5;26;34;5.6;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;zomer;akkerbouw;zand;3.3;4.1;Nitraat;(NO3);mg/l;0.08;0.31;2.2;4;8.7;20;15;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;zomer;akkerbouw;zand;14;29;Nitraat;(NO3);mg/l;0.22;0.82;2.3;7;35;6.2;16;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;zomer;akkerbouw;zand;10;29;Nitraat;(NO3);mg/l;0.13;0.91;2;4.2;17;12;17;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;zomer;akkerbouw;zand;4.6;7.2;Nitraat;(NO3);mg/l;0.11;0.21;0.49;4.3;14;13;15;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;zomer;akkerbouw;zand;8.5;13;Nitraat;(NO3);mg/l;0.5;0.74;1.7;7.1;31;5.6;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;zomer;akkerbouw;zand;6.1;11;Nitraat;(NO3);mg/l;0.07;0.19;0.3;8.1;14;20;15;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;zomer;akkerbouw;zand;8;10;Nitraat;(NO3);mg/l;0.35;0.58;2.2;11;25;5.9;17;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;zomer;akkerbouw;zand;14;16;Nitraat;(NO3);mg/l;0.96;3;7.6;29;35;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;zomer;alle;klei;2.4;11;Nitraat;(NO3);mg/l;0;0;0;0.68;0.79;36;11;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;basismeetnet
2008;slootwater;zomer;alle;klei;2.5;4.2;Nitraat;(NO3);mg/l;0;0.14;0.83;2.4;7.4;31;85;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;zomer;alle;klei;2.2;3.6;Nitraat;(NO3);mg/l;0;0.08;0.67;2.1;5.8;35;89;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;zomer;alle;klei;5;10;Nitraat;(NO3);mg/l;0.03;0.18;1.4;4.5;12;25;95;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;zomer;alle;klei;4.4;6.1;Nitraat;(NO3);mg/l;0;0.3;1.1;6.7;14;23;91;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;zomer;alle;klei;3.2;6.9;Nitraat;(NO3);mg/l;0;0.11;0.96;3;5.7;33;94;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;zomer;alle;klei;1.8;5.3;Nitraat;(NO3);mg/l;0;0.02;0.35;1.3;4.6;45;94;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;zomer;alle;klei;3.1;7;Nitraat;(NO3);mg/l;0;0.1;0.7;3.1;9.6;31;93;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;zomer;alle;klei;3.9;8.4;Nitraat;(NO3);mg/l;0.02;0.17;0.75;3.8;7;27;90;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;zomer;alle;klei;2.8;4.3;Nitraat;(NO3);mg/l;0.01;0.24;1.2;3.2;7.5;26;89;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;zomer;alle;klei;4;8.4;Nitraat;(NO3);mg/l;0;0;0.35;2.8;13;48;90;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;zomer;alle;klei;1.2;4;Nitraat;(NO3);mg/l;0;0;0.24;0.79;2;40;90;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;zomer;alle;klei;4.9;18;Nitraat;(NO3);mg/l;0.01;0.12;0.9;2.7;6.3;30;90;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;zomer;alle;klei;2.4;5.8;Nitraat;(NO3);mg/l;0.01;0.06;0.45;1.8;7.6;41;92;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;zomer;alle;klei;2.5;4.6;Nitraat;(NO3);mg/l;0.03;0.11;0.77;3.4;8.1;34;96;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;zomer;alle;klei;1.5;3.6;Nitraat;(NO3);mg/l;0;0.02;0.2;1.3;3.2;52;93;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;zomer;alle;klei;3.5;7;Nitraat;(NO3);mg/l;0.01;0.07;0.65;3.7;10;40;94;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;zomer;alle;klei;2.7;5.2;Nitraat;(NO3);mg/l;0.07;0.19;0.76;2.5;9.4;23;95;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;zomer;alle;veen;0.37;0.78;Nitraat;(NO3);mg/l;0;0;0.05;0.23;0.93;71;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2009;slootwater;zomer;alle;veen;0.26;0.65;Nitraat;(NO3);mg/l;0;0;0.03;0.2;0.36;71;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2010;slootwater;zomer;alle;veen;0.9;2.2;Nitraat;(NO3);mg/l;0;0;0.05;0.59;2.4;62;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2011;slootwater;zomer;alle;veen;0.69;1.2;Nitraat;(NO3);mg/l;0;0;0.07;1.2;1.9;60;47;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2012;slootwater;zomer;alle;veen;0.58;1.5;Nitraat;(NO3);mg/l;0;0;0.08;0.45;1.6;57;47;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2013;slootwater;zomer;alle;veen;0.26;0.55;Nitraat;(NO3);mg/l;0;0;0.03;0.24;0.75;70;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2014;slootwater;zomer;alle;veen;0.38;0.78;Nitraat;(NO3);mg/l;0;0;0.1;0.32;0.71;64;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2015;slootwater;zomer;alle;veen;1.5;2.8;Nitraat;(NO3);mg/l;0;0.01;0.13;1.5;5.1;51;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2016;slootwater;zomer;alle;veen;0.93;3.2;Nitraat;(NO3);mg/l;0;0.03;0.1;0.24;0.76;58;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2017;slootwater;zomer;alle;veen;0.54;2;Nitraat;(NO3);mg/l;0;0;0.04;0.2;0.59;67;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2018;slootwater;zomer;alle;veen;0.28;0.61;Nitraat;(NO3);mg/l;0;0.02;0.09;0.27;0.48;59;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2019;slootwater;zomer;alle;veen;0.57;1.1;Nitraat;(NO3);mg/l;0;0.06;0.2;0.67;0.98;42;50;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2020;slootwater;zomer;alle;veen;0.38;0.79;Nitraat;(NO3);mg/l;0;0;0.07;0.29;0.82;68;50;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2021;slootwater;zomer;alle;veen;0.46;1.1;Nitraat;(NO3);mg/l;0.01;0.02;0.1;0.33;1;62;56;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2022;slootwater;zomer;alle;veen;1.4;7.4;Nitraat;(NO3);mg/l;0.01;0.01;0.03;0.12;0.52;78;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2023;slootwater;zomer;alle;veen;0.48;1;Nitraat;(NO3);mg/l;0.02;0.03;0.08;0.28;1.4;60;58;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2024;slootwater;zomer;alle;veen;0.34;0.44;Nitraat;(NO3);mg/l;0.03;0.06;0.13;0.4;1.1;47;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2008;slootwater;zomer;alle;zand;11;35;Nitraat;(NO3);mg/l;0.07;0.4;2.7;9.1;21;17;53;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;zomer;alle;zand;7;15;Nitraat;(NO3);mg/l;0;0.13;1.7;7.6;17;28;53;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;zomer;alle;zand;11;25;Nitraat;(NO3);mg/l;0.44;1.5;3.1;8.2;29;7.8;51;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;zomer;alle;zand;14;27;Nitraat;(NO3);mg/l;1.2;2;4.6;11;29;7.5;53;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;zomer;alle;zand;7.6;16;Nitraat;(NO3);mg/l;0.06;0.38;1.7;7;20;17;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;zomer;alle;zand;7.2;15;Nitraat;(NO3);mg/l;0.1;0.5;2.3;7.7;17;18;49;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;zomer;alle;zand;8.8;11;Nitraat;(NO3);mg/l;0.05;0.8;5.2;14;23;20;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;zomer;alle;zand;6.9;11;Nitraat;(NO3);mg/l;0.04;0.45;2.4;8.3;15;17;53;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;zomer;alle;zand;7.3;11;Nitraat;(NO3);mg/l;0.03;0.61;2.1;8.5;23;17;53;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
